_id,FIR_NUM,FIR_REG_NUM,PS,RANGE_NAME,LONGITUDE,ZONE_NAME,DISTRICT,ACT_SECTION,LATITUDE,date,REG_MONTH,REG_YEAR,REG_D_W
ObjectId(5c7dd2199164b2149b5520ff),86/2018,31623065180086,UTRAON,PRAYAGRAJ,82.075123-E,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-323"","" IPC 1860-324"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-452""]",24.420671-N,2018-05-23T19:35:00.000Z,5,2018,4
ObjectId(5c7dd2519164b2149b603404),1361/2018,31658079181361,KANKAR KHERA,MEERUT,-,MEERUT,MEERUT,"["" IPC 1860-379""]",-,2018-12-07T15:25:00.000Z,12,2018,6
ObjectId(5c7dd1ff9164b2149b4ffde0),694/2017,31832004170694,KANDHLA,SAHARANPUR,77.2047,MEERUT,SHAMLI,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-427"","" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-427""]",29.3093,2017-11-06T14:40:00.000Z,11,2017,2
ObjectId(5c7dd1e89164b2149b4b6bff),88/2018,31672024180088,LAMBHUA,AYODHYA,26.139425-N,LUCKNOW,SULTANPUR,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",82.225290-S,2018-03-30T17:08:00.000Z,3,2018,6
ObjectId(5c7dd2299164b2149b584493),147/2016,31634034160147,KOTWALI DEHAT,MEERUT,---,MEERUT,BULANDSHAHAR,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-354"","" IPC 1860-393"","" IPC 1860-506""]",---,2016-02-04T15:30:00.000Z,2,2016,5
ObjectId(5c7dd2289164b2149b580e42),993/2018,31634014180993,DIBAI,MEERUT,,MEERUT,BULANDSHAHAR,"["" ELECTRICITY ACT"","" 2003-138""]",,2018-10-17T07:21:00.000Z,10,2018,4
ObjectId(5c7dd1fe9164b2149b4fcf71),85/2016,31831006160085,BABUGARH,MEERUT,77.8467,MEERUT,HAPUR,"["" IPC 1860-279"","" IPC 1860-304-A"","" IPC 1860-427""]",28.724,2016-02-24T12:40:00.000Z,2,2016,4
ObjectId(5c7dd2089164b2149b51a738),671/2016,31899001160671,HATHRAS KOTWALI,ALIGARH,---,AGRA,HATHRAS,"["" ARMS ACT"","" 1959-4"","" ARMS ACT"","" 1959-25""]",---,2016-09-28T12:50:00.000Z,9,2016,4
ObjectId(5c7dd24d9164b2149b5fa9c1),23/2018,31658036180023,INCHAULI,MEERUT,,MEERUT,MEERUT,"["" IPC 1860-379""]",,2018-01-13T17:37:55.000Z,1,2018,7
ObjectId(5c7dd2429164b2149b5d790b),132/2017,31654043170132,PHOOLBEHAD,LUCKNOW,---,LUCKNOW,KHERI,"["" IPC 1860-452"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-06-10T14:30:00.000Z,6,2017,7
ObjectId(5c7dd1fe9164b2149b4fb987),336/2017,31831003170336,DHAULANA,MEERUT,---,MEERUT,HAPUR,"["" IPC 1860-420"","" IPC 1860-406"","" IPC 1860-506""]",---,2017-08-26T18:30:00.000Z,8,2017,7
ObjectId(5c7dd22a9164b2149b587759),78/2017,31634050170078,AHMADGARH,MEERUT,28-24-52-,MEERUT,BULANDSHAHAR,"["" IPC 1860-394"","" IPC 1860-411""]",78-09-16-,2017-06-01T18:10:00.000Z,6,2017,5
ObjectId(5c7dd1f59164b2149b4e3199),726/2017,31683025170726,GHOSI,AZAMGARH,-,VARANASI,MAU,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2017-11-24T21:30:00.000Z,11,2017,6
ObjectId(5c7dd2439164b2149b5d989f),122/2017,31655005170122,BANTHARA,LUCKNOW,80.4936,LUCKNOW,LUCKNOW,"["" IPC 1860-279"","" IPC 1860-427"","" IPC 1860-338"","" IPC 1860-304-A""]",26.4016,2017-03-03T20:40:00.000Z,3,2017,6
ObjectId(5c7dd2199164b2149b5524e0),230/2018,31623070180230,BAHARIA,PRAYAGRAJ,,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-325"","" IPC 1860-504"","" IPC 1860-323"","" IPC 1860-325"","" IPC 1860-504"","" IPC 1860-323""]",,2018-09-04T11:00:00.000Z,9,2018,3
ObjectId(5c7dd2159164b2149b544d52),196/2017,31622036170196,PALIMUKIMPUR,ALIGARH,-,AGRA,ALIGARH,"["" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-5""]",-,2017-07-24T15:30:00.000Z,7,2017,2
ObjectId(5c7dd2419164b2149b5d3cac),222/2018,31654021180222,KHERI,LUCKNOW,-,LUCKNOW,KHERI,"["" THE U.P. EXCISE ACT-60""]",-,2018-06-24T19:45:00.000Z,6,2018,1
ObjectId(5c7dd1e39164b2149b4a58d2),42/2017,31669050170042,SADAR BAZAR,SAHARANPUR,---,MEERUT,SAHARANPUR,"["" IPC 1860-420"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" IPC 1860-120-B""]",---,2017-01-31T16:00:00.000Z,1,2017,3
ObjectId(5c7dd2099164b2149b5204b5),339/2016,31901010160339,CHHAPRAULI,MEERUT,---,MEERUT,BAGHPAT,"["" THE U.P. EXCISE ACT-60""]",---,2016-10-21T07:40:00.000Z,10,2016,6
ObjectId(5c7dd2109164b2149b534c63),257/2018,31621022180257,JAGNER,AGRA,-,AGRA,AGRA,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2018-09-26T18:02:57.000Z,9,2018,4
ObjectId(5c7dd24d9164b2149b5f8c1a),44/2016,31658010160044,BAHSUMA,MEERUT,77.9685,MEERUT,MEERUT,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",29.1671,2016-05-01T19:00:00.000Z,5,2016,1
ObjectId(5c7dd22b9164b2149b58bcfc),426/2017,31639003170426,AWAGARH,ALIGARH,78.4047,AGRA,ETAH,"["" IPC 1860-498-A"","" IPC 1860-304-B"","" THE DOWRY PROHIBITION ACT 1961-3"","" THE DOWRY PROHIBITION ACT 1961-4""]",27.4176,2017-08-25T12:10:00.000Z,8,2017,6
ObjectId(5c7dd1fe9164b2149b4fae1b),203/2016,31831001160203,PILKHUWA,MEERUT,---,MEERUT,HAPUR,"["" IPC 1860-406""]",---,2016-03-26T14:10:00.000Z,3,2016,7
ObjectId(5c7dd1f19164b2149b4d2b85),7507/2016,31681037167507,INDRAPURAM,MEERUT,---,MEERUT,GHAZIABAD,"["" IPC 1860-379""]",---,2016-09-23T16:32:08.000Z,9,2016,6
ObjectId(5c7dd21f9164b2149b566c68),208/2017,31629052170208,DARIYABAD,AYODHYA,81.5147,LUCKNOW,BARABANKI,"["" IPC 1860-307"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-325""]",26.8733,2017-07-13T17:50:00.000Z,7,2017,5
ObjectId(5c7dd21e9164b2149b563517),170/2018,31629010180170,FATEHPUR,AYODHYA,,LUCKNOW,BARABANKI,"["" IPC 1860-323"","" IPC 1860-324""]",,2018-05-14T11:02:00.000Z,5,2018,2
ObjectId(5c7dd2059164b2149b510dc8),135/2018,31897008180135,KASNA,MEERUT,77.5045-L,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-380"","" IPC 1860-454""]",28.4817-L,2018-02-23T17:04:51.000Z,2,2018,6
ObjectId(5c7dd20f9164b2149b533650),487/2017,31621018170487,HARI PARVAT,AGRA,78.0068,AGRA,AGRA,"["" IPC 1860-379""]",27.2068,2017-06-28T11:05:00.000Z,6,2017,4
ObjectId(5c7dd1e69164b2149b4b0b63),151/2017,31671027170151,MISHRIT,LUCKNOW,---,LUCKNOW,SITAPUR,"["" IPC 1860-457"","" IPC 1860-380"","" IPC 1860-411""]",---,2017-05-21T19:10:00.000Z,5,2017,1
ObjectId(5c7dd2509164b2149b60270e),635/2018,31658077180635,BHAWANPUR,MEERUT,,MEERUT,MEERUT,"["" THE ELECTRICITY ACT"","" 2003-135""]",,2018-12-21T21:33:00.000Z,12,2018,6
ObjectId(5c7dd21b9164b2149b55898f),881/2016,31626012160881,HARDI,DEVIPATAN,---,GORAKHPUR,BAHRAICH,"["" IPC 1860-379"","" IPC 1860-411""]",---,2016-08-31T08:30:00.000Z,8,2016,4
ObjectId(5c7dd1ff9164b2149b4fef00),83/2018,31832002180083,AADARSH MANDI,SAHARANPUR,-,MEERUT,SHAMLI,"["" IPC 1860-420"","" IPC 1860-465"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471""]",-,2018-03-16T20:14:49.000Z,3,2018,6
ObjectId(5c7dd2009164b2149b501990),287/2016,31892002160287,KOTWALI DEHAT,DEVIPATAN,---,GORAKHPUR,BALRAMPUR,"["" THE U.P. EXCISE ACT-60""]",---,2016-03-11T19:30:00.000Z,3,2016,6
ObjectId(5c7dd2539164b2149b60ae46),1009/2017,31660030171009,KATGHAR,MORADABAD,,BAREILLY,MORADABAD,"["" THE U.P. EXCISE ACT-60"","" THE U.P. EXCISE ACT-60""]",,2017-10-26T22:50:00.000Z,10,2017,5
ObjectId(5c7dd2119164b2149b53ad42),840/2017,31621051170840,SIKANDARA,AGRA,77.9506,AGRA,AGRA,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-323"","" IPC 1860-336"","" IPC 1860-504"","" IPC 1860-506""]",27.2158,2017-08-23T22:35:00.000Z,8,2017,4
ObjectId(5c7dd21e9164b2149b5646b6),1001/2017,31629016171001,KOTWALI,AYODHYA,-,LUCKNOW,BARABANKI,"["" IPC 1860-379"","" IPC 1860-411"","" IPC 1860-147"","" IPC 1860-419"","" IPC 1860-420"","" IPC 1860-465"","" IPC 1860-468"","" IPC 1860-471""]",-,2017-11-30T18:30:00.000Z,11,2017,5
ObjectId(5c7dd1f39164b2149b4da3b8),2371/2017,31681063172371,SAHIBABAD,MEERUT,,MEERUT,GHAZIABAD,"["" ARMS ACT"","" 1959-4"","" ARMS ACT"","" 1959-25"","" ARMS ACT"","" 1959-4"","" ARMS ACT"","" 1959-25""]",,2017-09-13T01:40:00.000Z,9,2017,4
ObjectId(5c7dd24e9164b2149b5fe2f2),180/2016,31658051160180,MAWANA,MEERUT,77.9151,MEERUT,MEERUT,"["" IPC 1860-307"","" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",29.0986,2016-04-14T10:00:00.000Z,4,2016,5
ObjectId(5c7dd2119164b2149b53953e),336/2016,31621047160336,SAIYAN,AGRA,---,AGRA,AGRA,"["" ARMS ACT"","" 1959-25""]",---,2016-12-13T17:20:00.000Z,12,2016,3
ObjectId(5c7dd2179164b2149b54ba5f),39/2016,31623023160039,KHERI,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-323"","" IPC 1860-504""]",---,2016-03-19T11:10:00.000Z,3,2016,7
ObjectId(5c7dd1f59164b2149b4e024e),565/2017,31682020170565,GAJNER,KANPUR,-,KANPUR,KANPUR DEHAT,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2017-12-05T19:26:00.000Z,12,2017,3
ObjectId(5c7dd2169164b2149b549b1b),404/2017,31623013170404,GEORGE TOWN,PRAYAGRAJ,81.85871-E,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-380""]",25.45136-N,2017-08-30T19:50:00.000Z,8,2017,4
ObjectId(5c7dd2009164b2149b50311a),3992/2016,31893001163992,BHINGA,DEVIPATAN,---,GORAKHPUR,SHRAVASTI,"["" IPC 1860-174-A""]",---,2016-12-14T10:00:00.000Z,12,2016,4
ObjectId(5c7dd2479164b2149b5e7b86),108/2016,31655059160108,SAROJININAGAR,LUCKNOW,,LUCKNOW,LUCKNOW,"["" IPC 1860-420"","" IPC 1860-406"","" IPC 1860-506""]",,2016-03-19T23:30:00.000Z,3,2016,7
ObjectId(5c7dd1fe9164b2149b4fb174),802/2017,31831001170802,PILKHUWA,MEERUT,77-37-02-1,MEERUT,HAPUR,"["" IPC 1860-354-A"","" IPC 1860-452"","" IPC 1860-506"","" IPC 1860-323""]",28-42-21-9,2017-09-11T12:45:00.000Z,9,2017,2
ObjectId(5c7dd1fa9164b2149b4f176f),42/2016,31688002160042,AURAI,MIRZAPUR,,VARANASI,BHADOHI,"["" IPC 1860-325"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",,2016-02-11T09:35:00.000Z,2,2016,5
ObjectId(5c7dd2049164b2149b50e9e7),287/2016,31897002160287,DADRI,MEERUT,---,MEERUT,GAUTAM BUDH NAGAR,"["" THE U.P. EXCISE ACT-60"","" THE U.P. EXCISE ACT-63"","" THE U.P. EXCISE ACT-72""]",---,2016-05-26T13:50:00.000Z,5,2016,5
ObjectId(5c7dd2449164b2149b5de0d1),609/2016,31655016160609,GOMTINAGAR,LUCKNOW,80.9801,LUCKNOW,LUCKNOW,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-323"","" IPC 1860-308"","" IPC 1860-504"","" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-323"","" IPC 1860-504""]",26.8523,2016-05-24T18:30:00.000Z,5,2016,3
ObjectId(5c7dd1e49164b2149b4a78f2),375/2017,31670012170375,KALAN,BAREILLY,---,BAREILLY,SHAHJAHANPUR,"["" THE U.P. EXCISE ACT-60""]",---,2017-05-04T20:15:00.000Z,5,2017,5
ObjectId(5c7dd2059164b2149b510b91),705/2017,31897008170705,KASNA,MEERUT,77.4994,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-380""]",28.4852,2017-08-21T16:00:00.000Z,8,2017,2
ObjectId(5c7dd1e59164b2149b4aa707),413/2016,31670030160413,PARAUR,BAREILLY,---,BAREILLY,SHAHJAHANPUR,"["" ESSENTIAL COMMODITIES ACT"",""  1955-3"","" ESSENTIAL COMMODITIES ACT"",""  1955-7""]",---,2016-09-20T15:40:00.000Z,9,2016,3
ObjectId(5c7dd1f59164b2149b4e22ef),803/2017,31682046170803,SHIVLI,KANPUR,,KANPUR,KANPUR DEHAT,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-452""]",,2017-11-01T14:30:00.000Z,11,2017,4
ObjectId(5c7dd24e9164b2149b5fc0e2),33/2018,31658045180033,KOTWALI,MEERUT,-,MEERUT,MEERUT,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2018-01-25T18:15:00.000Z,1,2018,5
ObjectId(5c7dd23f9164b2149b5cd922),248/2018,31653044180248,KOTWALI,KANPUR,,KANPUR,KANPUR CITY,"["" IPC 1860-406"","" IPC 1860-420"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-427""]",,2018-08-22T02:15:50.000Z,8,2018,4
ObjectId(5c7dd2259164b2149b579145),371/2017,31632038170371,SYOHARA,MORADABAD,78.5028,BAREILLY,BIJNOR,"["" IPC 1860-380"","" IPC 1860-411""]",29.1969,2017-07-13T16:10:00.000Z,7,2017,5
ObjectId(5c7dd2429164b2149b5d5bc6),490/2016,31654030160490,MOHAMMADI,LUCKNOW,---,LUCKNOW,KHERI,"["" IPC 1860-392"","" IPC 1860-506"","" IPC 1860-411""]",---,2016-10-06T09:20:00.000Z,10,2016,5
ObjectId(5c7dd20b9164b2149b5266e9),371/2017,31905074170371,THATHIA,KANPUR,---,KANPUR,KANNAUJ,"["" THE U.P. EXCISE ACT-60""]",---,2017-10-09T20:40:00.000Z,10,2017,2
ObjectId(5c7dd1de9164b2149b49520d),449/2016,31667003160449,INDUSTRIAL AREA,LUCKNOW,---,LUCKNOW,RAE BARELI,"["" THE U.P. EXCISE ACT-60""]",---,2016-09-29T15:30:00.000Z,9,2016,5
ObjectId(5c7dd1f19164b2149b4d3668),7471/2017,31681037177471,INDRAPURAM,MEERUT,---,MEERUT,GHAZIABAD,"["" IPC 1860-279"","" IPC 1860-338""]",---,2017-04-30T16:15:09.000Z,4,2017,1
ObjectId(5c7dd2019164b2149b506bae),309/2018,31894008180309,GAJRAULA,MORADABAD,-,BAREILLY,JYOTIBAPHULLEYNAGAR,"["" IPC 1860-406"","" IPC 1860-420"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-05-29T20:26:00.000Z,5,2018,3
ObjectId(5c7dd2179164b2149b54b684),376/2017,31623022170376,KARCHHANA,PRAYAGRAJ,-,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-406"","" IPC 1860-506""]",-,2017-09-05T11:00:00.000Z,9,2017,3
ObjectId(5c7dd1ed9164b2149b4c5136),373/2017,31676071170373,LOHTA,VARANASI,---,VARANASI,VARANASI,"["" IPC 1860-147"","" IPC 1860-452"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-08-22T19:05:00.000Z,8,2017,3
ObjectId(5c7dd1fe9164b2149b4fc4ac),4/2018,31831004180004,HAPURNAGAR,MEERUT,-,MEERUT,HAPUR,"["" IPC 1860-406"","" IPC 1860-506""]",-,2018-01-03T11:58:10.000Z,1,2018,4
ObjectId(5c7dd2399164b2149b5b838a),337/2017,31649039170337,SANDI,LUCKNOW,---,LUCKNOW,HARDOI,"["" THE U.P. EXCISE ACT-60(2)""]",---,2017-08-18T08:45:00.000Z,8,2017,6
ObjectId(5c7dd2009164b2149b503270),1698/2017,31893001171698,BHINGA,DEVIPATAN,-,GORAKHPUR,SHRAVASTI,"["" IPC 1860-419"","" IPC 1860-420"","" INFORMATION TECHNOLOGY ACT"","" 2000-66""]",-,2017-09-01T20:50:00.000Z,9,2017,6
ObjectId(5c7dd22b9164b2149b58b63e),119/2016,31639001160119,ALIGANJ,ALIGARH,79.1865,AGRA,ETAH,"["" IPC 1860-363"","" IPC 1860-366"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-8""]",27.475,2016-05-23T21:30:00.000Z,5,2016,2
ObjectId(5c7dd1e29164b2149b4a3159),209/2018,31669026180209,KOTWALI DEHAT,SAHARANPUR,-,MEERUT,SAHARANPUR,"["" ARMS ACT"","" 1959-25""]",-,2018-06-02T17:10:54.000Z,6,2018,7
ObjectId(5c7dd2179164b2149b54c7a6),204/2017,31623027170204,KOTWALI,PRAYAGRAJ,81.8466,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",25.4376,2017-08-13T19:00:00.000Z,8,2017,1
ObjectId(5c7dd2459164b2149b5e15f1),595/2016,31655023160595,HAZRATGANJ,LUCKNOW,---,LUCKNOW,LUCKNOW,"["" IPC 1860-406"","" IPC 1860-420""]",---,2016-09-06T22:40:00.000Z,9,2016,3
ObjectId(5c7dd2179164b2149b54d507),517/2018,31623033180517,MAHILA THANA,PRAYAGRAJ,,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-406"","" IPC 1860-354"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",,2018-10-29T06:50:35.000Z,10,2018,2
ObjectId(5c7dd1e89164b2149b4b68fd),74/2016,31672024160074,LAMBHUA,AYODHYA,---,LUCKNOW,SULTANPUR,"["" IPC 1860-323"","" IPC 1860-354"","" IPC 1860-392"","" IPC 1860-427"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-02-19T10:10:00.000Z,2,2016,6
ObjectId(5c7dd1f89164b2149b4ea8b2),75/2017,31686046170075,NAUTANWA,GORAKHPUR,---,GORAKHPUR,MAHRAJGANJ,"["" IPC 1860-419"","" IPC 1860-420""]",---,2017-02-16T10:05:00.000Z,2,2017,5
ObjectId(5c7dd1e89164b2149b4b70a1),46/2016,31672030160046,CHANDA,AYODHYA,---,LUCKNOW,SULTANPUR,"["" IPC 1860-147"","" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-316"","" IPC 1860-308"","" IPC 1860-392""]",---,2016-03-13T10:35:00.000Z,3,2016,1
ObjectId(5c7dd1e59164b2149b4ad14a),2452/2017,31670040172452,TILHAR,BAREILLY,---,BAREILLY,SHAHJAHANPUR,"["" THE U.P. EXCISE ACT-60""]",---,2017-09-09T22:10:00.000Z,9,2017,7
ObjectId(5c7dd1dc9164b2149b48f43a),168/2018,31663020180168,LALGANJ,PRAYAGRAJ,25.8873-N,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-279"","" IPC 1860-304-A""]",81.6898-E,2018-05-05T09:50:00.000Z,5,2018,7
ObjectId(5c7dd2559164b2149b61232c),304/2016,31661022160304,KHATAULI,SAHARANPUR,77.7303,MEERUT,MUZAFFAR NAGAR,"["" IPC 1860-379""]",29.2874,2016-04-17T13:45:00.000Z,4,2016,1
ObjectId(5c7dd21f9164b2149b565f3f),161/2018,31629036180161,RAM SANEHIGHAT,AYODHYA,-,LUCKNOW,BARABANKI,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",-,2018-05-30T15:30:00.000Z,5,2018,4
ObjectId(5c7dd2199164b2149b55289b),306/2016,31623074160306,SHIVKUTI,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" THE PUBLIC GAMBLING ACT"","" 1867"","" 3 OF 1867-13""]",---,2016-09-13T19:20:00.000Z,9,2016,3
ObjectId(5c7dd2539164b2149b60a438),296/2018,31660021180296,DILARI,MORADABAD,,BAREILLY,MORADABAD,"["" U.P GOVADH NIVARAN ADHINIYAM 1955-3"","" U.P GOVADH NIVARAN ADHINIYAM 1955-5"","" U.P GOVADH NIVARAN ADHINIYAM 1955-8""]",,2018-12-07T03:24:00.000Z,12,2018,6
ObjectId(5c7dd2229164b2149b571520),182/2018,31631020180182,HARRAIYA,BASTI,-,GORAKHPUR,BASTI,"["" THE U.P. EXCISE ACT-60""]",-,2018-06-14T20:04:00.000Z,6,2018,5
ObjectId(5c7dd2109164b2149b534abd),42/2017,31621022170042,JAGNER,AGRA,---,AGRA,AGRA,"["" THE ELECTRICITY ACT"","" 2003-135""]",---,2017-02-17T21:40:00.000Z,2,2017,6
ObjectId(5c7dd2119164b2149b53a957),769/2016,31621051160769,SIKANDARA,AGRA,77.8522,AGRA,AGRA,"["" IPC 1860-304-A"","" IPC 1860-279""]",27.2355,2016-08-23T22:10:00.000Z,8,2016,3
ObjectId(5c7dd2009164b2149b50274c),413/2016,31892010160413,LALIA,DEVIPATAN,,GORAKHPUR,BALRAMPUR,"["" THE U.P. EXCISE ACT-60"","" THE U.P. EXCISE ACT-60""]",,2016-03-16T10:20:00.000Z,3,2016,4
ObjectId(5c7dd2249164b2149b575579),108/2017,31632014170108,HALDAUR,MORADABAD,---,BAREILLY,BIJNOR,"["" THE ELECTRICITY ACT"","" 2003-135""]",---,2017-03-07T18:10:00.000Z,3,2017,3
ObjectId(5c7dd1df9164b2149b4974ba),96/2018,31667018180096,KHEERON,LUCKNOW,-,LUCKNOW,RAE BARELI,"["" IPC 1860-323"","" IPC 1860-354-D"","" IPC 1860-504"","" IPC 1860-506"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(2)(va)""]",-,2018-03-25T13:30:00.000Z,3,2018,1
ObjectId(5c7dd2299164b2149b58459e),688/2016,31634034160688,KOTWALI DEHAT,MEERUT,77.8415,MEERUT,BULANDSHAHAR,"["" IPC 1860-379""]",28.4001,2016-06-08T12:30:00.000Z,6,2016,4
ObjectId(5c7dd2399164b2149b5b84fa),201/2018,31649039180201,SANDI,LUCKNOW,,LUCKNOW,HARDOI,"["" IPC 1860-363"","" IPC 1860-366""]",,2018-06-04T23:33:23.000Z,6,2018,2
ObjectId(5c7dd1ee9164b2149b4ca700),636/2018,31679063180636,RASULPUR,AGRA,78.405747-E,AGRA,FIROZABAD,"["" THE ELECTRICITY ACT"","" 2003-135""]",27.152023-N,2018-08-20T07:04:36.000Z,8,2018,2
ObjectId(5c7dd1f59164b2149b4e1379),40/2016,31682035160040,RAJPUR,KANPUR,79.6816,KANPUR,KANPUR DEHAT,"["" IPC 1860-379""]",26.3103,2016-03-17T12:35:00.000Z,3,2016,5
ObjectId(5c7dd1dc9164b2149b48d742),565/2018,31663011180565,JETHWARA,PRAYAGRAJ,,PRAYAGRAJ,PRATAPGARH,"["" THE U.P. EXCISE ACT-60""]",,2018-11-06T14:14:34.000Z,11,2018,3
ObjectId(5c7dd2119164b2149b539b3a),867/2016,31621049160867,SHAHGANJ,AGRA,77.9951,AGRA,AGRA,"["" IPC 1860-379""]",27.176,2016-10-26T13:00:00.000Z,10,2016,4
ObjectId(5c7dd1f49164b2149b4dd3dd),867/2017,31681068170867,VIJAY NAGAR,MEERUT,,MEERUT,GHAZIABAD,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-506"","" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-506""]",,2017-05-03T13:00:00.000Z,5,2017,4
ObjectId(5c7dd20b9164b2149b5266d5),339/2017,31905074170339,THATHIA,KANPUR,---,KANPUR,KANNAUJ,"["" IPC 1860-307"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-09-14T10:00:00.000Z,9,2017,5
ObjectId(5c7dd1ff9164b2149b4ffbae),555/2016,31832004160555,KANDHLA,SAHARANPUR,77.2745,MEERUT,SHAMLI,"["" IPC 1860-380"","" IPC 1860-457"","" IPC 1860-411""]",29.3244,2016-10-23T08:30:00.000Z,10,2016,1
ObjectId(5c7dd22a9164b2149b587b6d),265/2016,31638006160265,GRP BHATNI,GORAKHPUR,---,GORAKHPUR,DEORIA,"["" THE U.P. EXCISE ACT-60""]",---,2016-05-22T07:45:00.000Z,5,2016,1
ObjectId(5c7dd2369164b2149b5b01d3),5/2017,31647059170005,SIKARIGANJ,GORAKHPUR,---,GORAKHPUR,GORAKHPUR,"["" THE U.P. EXCISE ACT-60""]",---,2017-01-08T18:30:00.000Z,1,2017,1
ObjectId(5c7dd2119164b2149b538af7),1322/2016,31621046161322,SADAR BAZAR,AGRA,78.0202,AGRA,AGRA,"["" IPC 1860-323"","" IPC 1860-452"","" IPC 1860-307""]",27.1378,2016-12-19T14:30:00.000Z,12,2016,2
ObjectId(5c7dd2299164b2149b58528a),1761/2018,31634034181761,KOTWALI DEHAT,MEERUT,,MEERUT,BULANDSHAHAR,"["" IPC 1860-452"","" IPC 1860-504"","" IPC 1860-376"","" IPC 1860-511""]",,2018-12-03T11:46:00.000Z,12,2018,2
ObjectId(5c7dd23a9164b2149b5be180),197/2018,31651025180197,KHUTHAN,VARANASI,-,VARANASI,JAUNPUR,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-323"","" IPC 1860-504""]",-,2018-11-09T13:54:00.000Z,11,2018,6
ObjectId(5c7dd1f29164b2149b4d8130),326/2017,31681052170326,MURAD NAGAR,MEERUT,---,MEERUT,GHAZIABAD,"["" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-2"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3""]",---,2017-06-27T13:15:00.000Z,6,2017,3
ObjectId(5c7dd23a9164b2149b5bad3d),58/2018,31650020180058,KOTWALI KALPI,JHANSI,-,KANPUR,JALAUN,"["" IPC 1860-279"","" IPC 1860-338""]",-,2018-03-13T20:10:00.000Z,3,2018,3
